Type,Model,Parameters,Accuracy,Precision,Fit Time,Predict Time
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.569488071992529,0.3661797910381762,0.8010237216949463,0.005999088287353516
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5722896680533153,0.36184619898130527,0.9800474643707275,0.006999492645263672
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4900246200865948,0.29691556127564445,0.8051016330718994,0.005997419357299805
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.5792512097801171,0.40994729010574693,0.9461305141448975,0.00573420524597168
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.5692333814415486,0.3996538197807907,0.7966878414154053,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.5848544019016895,0.41619393748108036,0.8251211643218994,0.00600123405456543
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5485185499617964,0.3622675340935948,4.613293409347534,0.006998538970947266
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5477544783088547,0.3797871766962132,6.703268527984619,0.011999368667602539
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5496222090160455,0.3868048804958836,7.496698379516602,0.005999326705932617
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5806095593853468,0.378982987166871,0.8940000534057617,0.007000446319580078
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5791663129297903,0.3630820072681755,0.8831512928009033,0.0070285797119140625
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4294082689532218,0.29437597008961813,0.9722244739532471,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.5776381696239069,0.42261702074529356,1.0710313320159912,0.007001161575317383
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.5781475507258681,0.4074845870081937,1.0914692878723145,0.009001970291137695
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.5767043042703116,0.4117958653801958,1.030468225479126,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5461414381526445,0.37992442990516895,5.24408745765686,0.007002353668212891
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5474997877578742,0.38196894644471796,6.576908826828003,0.0059680938720703125
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5446132948467611,0.3822822666008287,7.683741331100464,0.0070002079010009766
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.38067747686560827,0.2756652391449207,1.3273727893829346,0.006483316421508789
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.49409966890228374,0.33970162979735413,1.173003911972046,0.0069980621337890625
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.48255369725783176,0.2740255450766858,1.239966869354248,0.007999658584594727
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.3833092792257407,0.33162241364238876,1.4669740200042725,0.00600123405456543
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.3267679769080567,0.3072569636315047,1.4213943481445312,0.006515026092529297
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.36369810680023773,0.33798352918209457,1.375276803970337,0.006031513214111328
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.377960777655149,0.2708439124669752,7.0493996143341064,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5065795059003311,0.34230701228144866,9.214218854904175,0.005998373031616211
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.36123609814075897,0.2567549493152621,11.555842876434326,0.00800013542175293
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5547160200356567,0.33950351365107156,1.1041576862335205,0.0060002803802490234
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.4901095169369216,0.2725364261001494,1.1230287551879883,0.004998683929443359
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4390865098904831,0.30921148923947395,1.1636505126953125,0.0060007572174072266
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.401052720944053,0.33821957301323513,1.2253434658050537,0.013495445251464844
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.4877324051277698,0.4133362832100197,1.2255158424377441,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.31199592495118433,0.42054157652511287,1.2384917736053467,0.007999897003173828
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.3593683674335682,0.30436064441119404,6.426847457885742,0.005999088287353516
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.30758128873418794,0.3431120581917512,8.284010887145996,0.006000995635986328
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.29603531708973596,0.32061503871604846,9.116379261016846,0.012991666793823242
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5227099074624332,0.40673620234039465,1.2479987144470215,0.005998134613037109
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5426606672892436,0.3729949593179088,1.267747163772583,0.004999876022338867
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.5345954665081926,0.3643939916811062,1.3879992961883545,0.006000518798828125
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.500297138976144,0.44225283316716435,1.3644328117370605,0.006999969482421875
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.5197385177009933,0.3685628771194747,1.3284704685211182,0.004997730255126953
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.48713812717548177,0.3714966699106944,1.3120009899139404,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.4669326767976908,0.49057061699568066,6.925640821456909,0.005967855453491211
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.4669326767976908,0.3482223495528374,8.768953800201416,0.010997533798217773
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5119280074709228,0.3342602257276683,9.992406606674194,0.005965471267700195
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.4874777145767892,0.31632756708342324,1.7523410320281982,0.008514165878295898
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5070039901519654,0.40219007127123085,1.3956964015960693,0.008000612258911133
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4842516342643688,0.30697203232700776,1.5642781257629395,0.005999565124511719
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.5333220137532898,0.44135409594596314,1.304184913635254,0.007000446319580078
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.4035147296035317,0.38284940886811397,1.333000659942627,0.006999492645263672
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.4761864334833178,0.32671129696262347,1.4657692909240723,0.006998777389526367
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5513201460225826,0.38434669137356253,6.428311586380005,0.0059664249420166016
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5531878767297733,0.38368059479962424,7.71064019203186,0.00497889518737793
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.48255369725783176,0.3721234713218546,8.267830610275269,0.006000518798828125
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5846846082010357,0.36154174999956823,0.6549651622772217,0.005702018737792969
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5091264114101367,0.3077582208657172,0.6425325870513916,0.005999565124511719
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4762713303336446,0.25118555308777285,0.6609997749328613,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.5698276593938365,0.4080278155999686,0.692000150680542,0.0060002803802490234
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.5811189404873079,0.4099949862151384,0.6982040405273438,0.005000114440917969
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.5913065625265302,0.4195756486126281,0.682999849319458,0.0050013065338134766
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5495373121657187,0.3849795694178009,3.6884407997131348,0.004999399185180664
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5467357161049325,0.3788652269463195,4.806263208389282,0.005999326705932617
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5480091688598353,0.37121064178517715,5.634859561920166,0.005999088287353516
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5532727735801002,0.34033475888392,0.6310005187988281,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5165973342388998,0.30867376460076723,0.6529996395111084,0.004999876022338867
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4688853043552084,0.2350250605527902,0.6702446937561035,0.005999088287353516
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.5559045759402326,0.38469082225240236,0.6740009784698486,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.5876559979624756,0.4073616297749734,0.7049999237060547,0.005000114440917969
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.5892690381186858,0.4204690469816078,0.7107114791870117,0.004998207092285156
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5453773664997028,0.37697835628651355,3.6529784202575684,0.0059986114501953125
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5504711775193141,0.3881275033610725,4.683624267578125,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5488581373631038,0.38853372257778923,5.31629490852356,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.3840733508786824,0.07591937160618033,0.876000165939331,0.0049991607666015625
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.4484251634264369,0.14597992170001406,0.8827781677246094,0.0049991607666015625
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.46141438152644537,0.10043376043008245,0.8720004558563232,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.11410136683929026,0.04941695808769665,0.8951184749603271,0.006235361099243164
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.24136174547924272,0.18311678577558443,0.876676082611084,0.005999565124511719
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.33389931233551234,0.12443580040032727,0.8919994831085205,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.13345784871381272,0.1367282798295293,5.1622700691223145,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.24458782579166313,0.19198619630249375,6.4665234088897705,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.10892265896935224,0.09930145740764548,7.161343336105347,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.06027676373206554,0.1250819590865634,0.8660013675689697,0.00500035285949707
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.4488496476780711,0.1853078399189148,0.8781054019927979,0.004999399185180664
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4498684098819934,0.10278130611848452,0.8709995746612549,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.3864504626878343,0.13658290237370901,0.9601733684539795,0.00600123405456543
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.1473809321674166,0.02911863315130682,0.9539992809295654,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.4176076067577893,0.09137325141110976,1.0140020847320557,0.008000612258911133
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.4345869768231599,0.0852168157808922,8.200929880142212,0.007997989654541016
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.21623227778249426,0.14587208758033318,10.287929773330688,0.006000518798828125
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.3912895831564649,0.12834984942340402,9.271896362304688,0.005000114440917969
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.24187112658120383,0.27678366762568196,1.0160095691680908,0.006140708923339844
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.4187112658120384,0.3273403118254218,1.0201036930084229,0.005000114440917969
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.45250021224212583,0.27144831950644666,1.164478063583374,0.0070002079010009766
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.312759996604126,0.24315997577899554,1.2169981002807617,0.005999088287353516
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.2419560234315307,0.29089261518686715,1.3269424438476562,0.006999015808105469
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.37626284064861193,0.32441558569783613,1.2035109996795654,0.0060002803802490234
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.27693352576619407,0.31472214825618117,6.49889874458313,0.006000995635986328
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.34417183122506156,0.3129875485566618,7.898615598678589,0.005967617034912109
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.38093216741658886,0.36219913742809356,8.960007667541504,0.005999088287353516
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.42057899651922914,0.255064923037586,1.0309994220733643,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.4884115799303846,0.2705285935224335,1.0932528972625732,0.004999399185180664
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.46328211223363613,0.2962126171263352,1.0569977760314941,0.008000612258911133
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.32099499108583074,0.2770093198360429,1.0740938186645508,0.006000518798828125
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.29221495882502757,0.31937053533581594,1.1365327835083008,0.007999897003173828
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.4862891586722133,0.3029928607425908,1.082148551940918,0.0060002803802490234
doc type,SGDClassifier,"{'model__loss': 'perceptron', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.4818745224552169,0.31468026078730266,6.184155225753784,0.005969524383544922
